genre_id,name
878,SF
12,모험
14,판타지
28,액션
18,드라마
16,애니메이션
35,코미디
10751,가족
9648,미스터리
27,공포
53,스릴러
80,범죄
10752,전쟁
37,서부
10749,로맨스
36,역사
10402,음악
